question_id,section,subtopic,difficulty_tag,exam_tags
Q01632,Quantitative Aptitude,Mixtures & Alligations,Easy,"CAT,TCS NQT,Placements"
Q01633,Logical Reasoning,Cubes & Dice,Hard,"Banking,CAT,TCS NQT"
Q01634,Quantitative Aptitude,Time & Work,Easy,"General,TCS NQT,Placements"
Q01635,Logical Reasoning,Ranking & Order,Medium,"SSC,Banking"
Q01636,Quantitative Aptitude,Number System,Easy,Banking
Q01637,Data Interpretation,Tables,Hard,"CAT,SSC"
Q01638,Data Interpretation,Mixed DI Sets,Easy,"General,Placements,CAT"
Q01639,Verbal Ability,Para Jumbles,Hard,General
Q01640,Quantitative Aptitude,Mensuration,Easy,"SSC,CAT,Banking"
Q01641,Logical Reasoning,Coding-Decoding,Medium,"TCS NQT,Banking"
Q01642,Logical Reasoning,Syllogisms,Medium,SSC
Q01643,Quantitative Aptitude,Progressions (AP/GP),Hard,"Placements,General,TCS NQT"
Q01644,Verbal Ability,Synonyms & Antonyms,Easy,"CAT,Banking,SSC"
Q01645,Logical Reasoning,Clocks & Calendars,Medium,"Banking,SSC,Placements"
Q01646,Verbal Ability,Para Jumbles,Medium,Placements
Q01647,Verbal Ability,Reading Comprehension,Easy,"SSC,CAT,Banking"
Q01648,Logical Reasoning,Analogy,Medium,"TCS NQT,CAT"
Q01649,Logical Reasoning,Analogy,Medium,Placements
Q01650,Verbal Ability,Verbal Analogies,Easy,"Banking,General,TCS NQT"
Q01651,Quantitative Aptitude,Mensuration,Medium,TCS NQT
Q01652,Logical Reasoning,Blood Relations,Hard,TCS NQT
Q01653,Logical Reasoning,Statement & Conclusion,Hard,"General,TCS NQT,Placements"
Q01654,Data Interpretation,Bar Graphs,Medium,Placements
Q01655,Verbal Ability,Reading Comprehension,Medium,"SSC,CAT,Placements"
Q01656,Logical Reasoning,Syllogisms,Hard,"TCS NQT,General,SSC"
Q01657,Quantitative Aptitude,Algebra,Hard,CAT
Q01658,Data Interpretation,Pie Charts,Medium,"Placements,General"
Q01659,Quantitative Aptitude,Surds & Indices,Medium,"TCS NQT,General"
Q01660,Verbal Ability,Verbal Analogies,Easy,"Placements,Banking,SSC"
Q01661,Quantitative Aptitude,Percentages,Medium,SSC
Q01662,Logical Reasoning,Venn Diagrams,Easy,"Banking,CAT"
Q01663,Quantitative Aptitude,Geometry,Easy,"CAT,SSC,Banking"
Q01664,Logical Reasoning,Direction Sense,Medium,General
Q01665,Data Interpretation,Caselets,Easy,"TCS NQT,Banking"
Q01666,Verbal Ability,Idioms & Phrases,Easy,General
Q01667,Verbal Ability,Sentence Correction,Easy,"CAT,General,TCS NQT"
Q01668,Quantitative Aptitude,Trigonometry,Hard,"General,TCS NQT,SSC"
Q01669,Quantitative Aptitude,Geometry,Hard,"SSC,General,TCS NQT"
Q01670,Quantitative Aptitude,Compound Interest,Hard,"TCS NQT,Banking,General"
Q01671,Quantitative Aptitude,Trigonometry,Easy,TCS NQT
Q01672,Logical Reasoning,Statement & Assumption,Easy,"SSC,Placements,CAT"
Q01673,Quantitative Aptitude,Simple Interest,Easy,Banking
Q01674,Verbal Ability,Cloze Test,Easy,General
Q01675,Logical Reasoning,Series Completion,Medium,"Banking,General,CAT"
Q01676,Quantitative Aptitude,Algebra,Easy,"TCS NQT,Placements"
Q01677,Quantitative Aptitude,Number System,Medium,"Placements,SSC,TCS NQT"
Q01678,Verbal Ability,Para Jumbles,Medium,"SSC,TCS NQT"
Q01679,Verbal Ability,Idioms & Phrases,Easy,"CAT,General"
Q01680,Quantitative Aptitude,Surds & Indices,Medium,"SSC,Banking"
Q01681,Quantitative Aptitude,Pipes & Cisterns,Medium,"TCS NQT,CAT,Placements"
Q01682,Verbal Ability,Sentence Correction,Easy,"SSC,Banking"
Q01683,Logical Reasoning,Analogy,Medium,General
Q01684,Verbal Ability,Synonyms & Antonyms,Hard,"Placements,Banking"
Q01685,Quantitative Aptitude,Probability,Medium,"Banking,General"
Q01686,Logical Reasoning,Syllogisms,Easy,"SSC,TCS NQT,General"
Q01687,Logical Reasoning,Blood Relations,Hard,TCS NQT
Q01688,Logical Reasoning,Venn Diagrams,Easy,"CAT,Placements"
Q01689,Quantitative Aptitude,Averages,Medium,SSC
Q01690,Logical Reasoning,Ranking & Order,Easy,"TCS NQT,Placements,Banking"
Q01691,Quantitative Aptitude,Time & Work,Medium,"CAT,SSC,TCS NQT"
Q01692,Quantitative Aptitude,Partnership,Medium,SSC
Q01693,Verbal Ability,Para Summary,Medium,Banking
Q01694,Verbal Ability,Sentence Correction,Medium,"Banking,SSC"
Q01695,Verbal Ability,Sentence Correction,Medium,"SSC,Placements,CAT"
Q01696,Verbal Ability,Fill in the Blanks,Easy,Placements
Q01697,Logical Reasoning,Seating Arrangement,Easy,"TCS NQT,CAT"
Q01698,Verbal Ability,Odd One Out,Medium,"Placements,General,SSC"
Q01699,Quantitative Aptitude,Trigonometry,Easy,"TCS NQT,SSC,General"
Q01700,Quantitative Aptitude,Compound Interest,Medium,TCS NQT
Q01701,Data Interpretation,Line Graphs,Hard,General
Q01702,Quantitative Aptitude,Percentages,Easy,"Banking,TCS NQT"
Q01703,Quantitative Aptitude,Simple Interest,Easy,SSC
Q01704,Data Interpretation,Bar Graphs,Medium,"TCS NQT,CAT,SSC"
Q01705,Verbal Ability,Odd One Out,Medium,CAT
Q01706,Quantitative Aptitude,Permutation & Combination,Medium,"General,SSC,CAT"
Q01707,Quantitative Aptitude,Progressions (AP/GP),Hard,"General,Placements"
Q01708,Data Interpretation,Mixed DI Sets,Easy,Placements
Q01709,Verbal Ability,Critical Reasoning,Medium,"TCS NQT,SSC"
Q01710,Verbal Ability,Odd One Out,Easy,"CAT,SSC,Placements"
Q01711,Verbal Ability,Synonyms & Antonyms,Hard,"CAT,General"
Q01712,Quantitative Aptitude,Logarithms,Medium,"TCS NQT,CAT,Placements"
Q01713,Verbal Ability,Idioms & Phrases,Medium,"TCS NQT,SSC"
Q01714,Logical Reasoning,Statement & Conclusion,Medium,General
Q01715,Data Interpretation,Caselets,Medium,"Placements,General,CAT"
Q01716,Quantitative Aptitude,Mixtures & Alligations,Hard,"SSC,TCS NQT,Banking"
Q01717,Logical Reasoning,Syllogisms,Medium,CAT
Q01718,Verbal Ability,Odd One Out,Medium,"CAT,General,Banking"
Q01719,Quantitative Aptitude,Percentages,Easy,Banking
Q01720,Quantitative Aptitude,Quadratic Equations,Medium,General
Q01721,Data Interpretation,Radar/Spider Charts,Hard,"SSC,General,TCS NQT"
Q01722,Quantitative Aptitude,"Time, Speed & Distance",Medium,"General,TCS NQT,CAT"
Q01723,Verbal Ability,Odd One Out,Easy,"Placements,CAT,Banking"
Q01724,Data Interpretation,Pie Charts,Easy,"SSC,Banking"
Q01725,Logical Reasoning,Analogy,Easy,Placements
Q01726,Quantitative Aptitude,Compound Interest,Hard,"SSC,General,Banking"
Q01727,Logical Reasoning,Coding-Decoding,Easy,"General,SSC,TCS NQT"
Q01728,Verbal Ability,Odd One Out,Medium,"CAT,General"
Q01729,Quantitative Aptitude,Trigonometry,Easy,SSC
Q01730,Quantitative Aptitude,Trigonometry,Easy,"Placements,SSC"
Q01731,Logical Reasoning,Data Sufficiency,Hard,"TCS NQT,Placements,CAT"
Q01732,Logical Reasoning,Ranking & Order,Easy,"CAT,SSC,General"
Q01733,Quantitative Aptitude,Mixtures & Alligations,Medium,"Banking,General,TCS NQT"
Q01734,Verbal Ability,Sentence Correction,Medium,"Placements,TCS NQT,General"
Q01735,Quantitative Aptitude,Trigonometry,Medium,"CAT,SSC"
Q01736,Data Interpretation,Tables,Medium,"TCS NQT,Banking,General"
Q01737,Quantitative Aptitude,Progressions (AP/GP),Easy,"TCS NQT,Placements"
Q01738,Verbal Ability,Synonyms & Antonyms,Medium,"General,CAT,Banking"
Q01739,Verbal Ability,Para Jumbles,Hard,"TCS NQT,Banking,SSC"
Q01740,Verbal Ability,Idioms & Phrases,Easy,Banking
Q01741,Data Interpretation,Line Graphs,Easy,"Banking,CAT"
Q01742,Verbal Ability,Verbal Analogies,Easy,General
Q01743,Quantitative Aptitude,Logarithms,Medium,"SSC,Banking"
Q01744,Logical Reasoning,Syllogisms,Hard,Placements
Q01745,Quantitative Aptitude,Compound Interest,Medium,"General,CAT,Placements"
Q01746,Verbal Ability,Cloze Test,Medium,Banking
Q01747,Verbal Ability,Idioms & Phrases,Easy,"Banking,TCS NQT"
Q01748,Data Interpretation,Radar/Spider Charts,Easy,Placements
Q01749,Quantitative Aptitude,Surds & Indices,Medium,"SSC,TCS NQT"
Q01750,Data Interpretation,Caselets,Easy,"General,SSC"
Q01751,Data Interpretation,Pie Charts,Easy,"CAT,TCS NQT,Banking"
Q01752,Quantitative Aptitude,Compound Interest,Hard,"CAT,SSC"
Q01753,Logical Reasoning,Syllogisms,Hard,General
Q01754,Quantitative Aptitude,Probability,Easy,"CAT,SSC"
Q01755,Quantitative Aptitude,Number System,Easy,Banking
Q01756,Verbal Ability,Error Spotting,Easy,"Banking,SSC,General"
Q01757,Quantitative Aptitude,Quadratic Equations,Medium,"Banking,TCS NQT"
Q01758,Verbal Ability,Sentence Correction,Medium,"Placements,Banking,General"
Q01759,Verbal Ability,Sentence Correction,Medium,"Banking,SSC,General"
Q01760,Quantitative Aptitude,Compound Interest,Medium,"General,Placements"
Q01761,Data Interpretation,Line Graphs,Medium,CAT
Q01762,Verbal Ability,Cloze Test,Hard,Placements
Q01763,Data Interpretation,Radar/Spider Charts,Medium,"Banking,Placements,CAT"
Q01764,Quantitative Aptitude,Compound Interest,Medium,"Banking,General,TCS NQT"
Q01765,Data Interpretation,Line Graphs,Medium,"TCS NQT,Banking"
Q01766,Logical Reasoning,Cubes & Dice,Easy,"SSC,Placements"
Q01767,Verbal Ability,Synonyms & Antonyms,Hard,"TCS NQT,CAT"
Q01768,Quantitative Aptitude,Progressions (AP/GP),Easy,"General,Placements"
Q01769,Quantitative Aptitude,Partnership,Hard,"SSC,Banking,General"
Q01770,Quantitative Aptitude,Percentages,Medium,TCS NQT
Q01771,Quantitative Aptitude,Trigonometry,Medium,"SSC,CAT,Banking"
Q01772,Verbal Ability,Error Spotting,Easy,Placements
Q01773,Verbal Ability,Error Spotting,Medium,"TCS NQT,SSC,Banking"
Q01774,Quantitative Aptitude,Permutation & Combination,Hard,TCS NQT
Q01775,Quantitative Aptitude,Logarithms,Hard,Placements
Q01776,Data Interpretation,Radar/Spider Charts,Hard,"General,CAT,SSC"
Q01777,Logical Reasoning,Syllogisms,Medium,"TCS NQT,CAT"
Q01778,Quantitative Aptitude,Trigonometry,Hard,"TCS NQT,Banking"
Q01779,Logical Reasoning,Venn Diagrams,Easy,"SSC,General"
Q01780,Quantitative Aptitude,Mixtures & Alligations,Hard,CAT
Q01781,Verbal Ability,Error Spotting,Easy,"General,SSC,TCS NQT"
Q01782,Data Interpretation,Bar Graphs,Medium,"Banking,TCS NQT,Placements"
Q01783,Verbal Ability,Verbal Analogies,Medium,General
Q01784,Quantitative Aptitude,Mixtures & Alligations,Medium,"TCS NQT,CAT,SSC"
Q01785,Verbal Ability,Odd One Out,Easy,Placements
Q01786,Data Interpretation,Venn-based DI,Medium,SSC
Q01787,Verbal Ability,Critical Reasoning,Medium,TCS NQT
Q01788,Data Interpretation,Caselets,Medium,"SSC,CAT"
Q01789,Verbal Ability,Error Spotting,Medium,TCS NQT
Q01790,Quantitative Aptitude,Time & Work,Easy,"General,Placements,Banking"
Q01791,Data Interpretation,Mixed DI Sets,Easy,SSC
Q01792,Quantitative Aptitude,Partnership,Medium,Banking
Q01793,Quantitative Aptitude,Time & Work,Hard,"CAT,SSC,General"
Q01794,Quantitative Aptitude,Compound Interest,Easy,"Placements,Banking,TCS NQT"
Q01795,Quantitative Aptitude,Quadratic Equations,Medium,General
Q01796,Quantitative Aptitude,Mensuration,Medium,"General,Placements,TCS NQT"
Q01797,Verbal Ability,Verbal Analogies,Medium,"SSC,CAT,General"
Q01798,Verbal Ability,Para Jumbles,Medium,Placements
Q01799,Quantitative Aptitude,Mensuration,Easy,"Banking,SSC"
Q01800,Logical Reasoning,Analogy,Easy,"TCS NQT,Placements,Banking"
Q01801,Data Interpretation,Data Sufficiency (DI),Medium,"SSC,Placements"
Q01802,Quantitative Aptitude,Permutation & Combination,Medium,"CAT,SSC"
Q01803,Logical Reasoning,Cubes & Dice,Hard,"General,SSC"
Q01804,Logical Reasoning,Syllogisms,Hard,TCS NQT
Q01805,Verbal Ability,Cloze Test,Medium,"Banking,TCS NQT"
Q01806,Logical Reasoning,Statement & Conclusion,Easy,"SSC,General"
Q01807,Logical Reasoning,Puzzles,Easy,"General,TCS NQT"
Q01808,Data Interpretation,Data Sufficiency (DI),Medium,"General,Placements"
Q01809,Verbal Ability,Error Spotting,Medium,"TCS NQT,Placements,SSC"
Q01810,Quantitative Aptitude,Surds & Indices,Medium,"Placements,SSC,CAT"
Q01811,Logical Reasoning,Blood Relations,Medium,CAT
Q01812,Logical Reasoning,Input-Output,Hard,TCS NQT
Q01813,Verbal Ability,Para Jumbles,Medium,"Banking,SSC,Placements"
Q01814,Data Interpretation,Caselets,Medium,"Placements,CAT"
Q01815,Quantitative Aptitude,Number System,Medium,"CAT,General,Placements"
Q01816,Quantitative Aptitude,Logarithms,Medium,"CAT,General,TCS NQT"
Q01817,Verbal Ability,Verbal Analogies,Medium,Banking
Q01818,Quantitative Aptitude,Surds & Indices,Easy,"TCS NQT,Placements,CAT"
Q01819,Quantitative Aptitude,Partnership,Hard,SSC
Q01820,Verbal Ability,Critical Reasoning,Easy,"General,CAT"
Q01821,Quantitative Aptitude,Set Theory,Easy,"SSC,Banking"
Q01822,Quantitative Aptitude,Partnership,Hard,"SSC,General,Placements"
Q01823,Data Interpretation,Pie Charts,Easy,"CAT,Banking"
Q01824,Quantitative Aptitude,Quadratic Equations,Easy,"CAT,SSC"
Q01825,Verbal Ability,Critical Reasoning,Medium,Banking
Q01826,Quantitative Aptitude,Profit & Loss,Medium,"Placements,TCS NQT"
Q01827,Verbal Ability,Para Summary,Hard,General
Q01828,Logical Reasoning,Analogy,Medium,Placements
Q01829,Logical Reasoning,Input-Output,Hard,TCS NQT
Q01830,Verbal Ability,Cloze Test,Hard,Banking
Q01831,Quantitative Aptitude,Partnership,Hard,"CAT,General"
Q01832,Verbal Ability,Para Jumbles,Easy,TCS NQT
Q01833,Data Interpretation,Caselets,Easy,"CAT,Banking"
Q01834,Verbal Ability,Synonyms & Antonyms,Hard,"General,CAT,TCS NQT"
Q01835,Quantitative Aptitude,Surds & Indices,Medium,"SSC,Placements"
Q01836,Quantitative Aptitude,Partnership,Medium,"Banking,TCS NQT"
Q01837,Logical Reasoning,Blood Relations,Medium,"General,Banking,TCS NQT"
Q01838,Verbal Ability,Para Summary,Easy,"General,CAT"
Q01839,Data Interpretation,Venn-based DI,Medium,CAT
Q01840,Verbal Ability,Para Summary,Easy,"Banking,CAT,SSC"
Q01841,Verbal Ability,Fill in the Blanks,Hard,"SSC,Banking,CAT"
Q01842,Logical Reasoning,Seating Arrangement,Medium,"TCS NQT,SSC"
Q01843,Quantitative Aptitude,Profit & Loss,Medium,"SSC,Placements"
Q01844,Logical Reasoning,Coding-Decoding,Hard,"CAT,Banking,Placements"
Q01845,Data Interpretation,Caselets,Easy,"Banking,CAT,SSC"
Q01846,Data Interpretation,Radar/Spider Charts,Easy,General
Q01847,Verbal Ability,Odd One Out,Easy,"Placements,General,CAT"
Q01848,Verbal Ability,Sentence Correction,Easy,General
Q01849,Verbal Ability,Verbal Analogies,Easy,Banking
Q01850,Quantitative Aptitude,Quadratic Equations,Hard,TCS NQT
Q01851,Logical Reasoning,Clocks & Calendars,Easy,"TCS NQT,Banking"
Q01852,Verbal Ability,Reading Comprehension,Medium,SSC
Q01853,Quantitative Aptitude,Percentages,Medium,"General,CAT"
Q01854,Logical Reasoning,Ranking & Order,Medium,Placements
Q01855,Verbal Ability,Cloze Test,Medium,"TCS NQT,Banking,Placements"
Q01856,Verbal Ability,Error Spotting,Hard,"Placements,CAT,TCS NQT"
Q01857,Logical Reasoning,Direction Sense,Easy,"General,CAT"
Q01858,Quantitative Aptitude,Trigonometry,Medium,"CAT,Placements,TCS NQT"
Q01859,Logical Reasoning,Blood Relations,Easy,General
Q01860,Data Interpretation,Bar Graphs,Easy,"CAT,Banking"
Q01861,Quantitative Aptitude,Logarithms,Medium,TCS NQT
Q01862,Logical Reasoning,Seating Arrangement,Medium,CAT
Q01863,Logical Reasoning,Analogy,Hard,"TCS NQT,Placements,CAT"
Q01864,Quantitative Aptitude,"Time, Speed & Distance",Medium,"SSC,Banking"
Q01865,Verbal Ability,Fill in the Blanks,Easy,General
Q01866,Quantitative Aptitude,Progressions (AP/GP),Medium,"Placements,SSC,General"
Q01867,Quantitative Aptitude,Percentages,Medium,"Placements,SSC,CAT"
Q01868,Logical Reasoning,Puzzles,Medium,"Placements,Banking"
Q01869,Quantitative Aptitude,Time & Work,Hard,"SSC,TCS NQT,Placements"
Q01870,Logical Reasoning,Cubes & Dice,Easy,TCS NQT
Q01871,Quantitative Aptitude,Percentages,Hard,CAT
Q01872,Data Interpretation,Data Sufficiency (DI),Medium,CAT
Q01873,Quantitative Aptitude,Trigonometry,Medium,CAT
Q01874,Quantitative Aptitude,Number System,Easy,CAT
Q01875,Quantitative Aptitude,Partnership,Hard,"TCS NQT,SSC,Banking"
Q01876,Logical Reasoning,Analogy,Easy,"Placements,General,TCS NQT"
Q01877,Quantitative Aptitude,Set Theory,Easy,"TCS NQT,Banking"
Q01878,Logical Reasoning,Input-Output,Easy,Placements
Q01879,Quantitative Aptitude,Logarithms,Easy,"CAT,TCS NQT,Placements"
Q01880,Verbal Ability,Error Spotting,Hard,"TCS NQT,CAT"
Q01881,Logical Reasoning,Clocks & Calendars,Medium,"Banking,CAT"
Q01882,Logical Reasoning,Statement & Assumption,Medium,CAT
Q01883,Verbal Ability,Idioms & Phrases,Hard,TCS NQT
Q01884,Quantitative Aptitude,Linear Equations,Easy,"TCS NQT,Placements,Banking"
Q01885,Quantitative Aptitude,Set Theory,Easy,"Placements,SSC,CAT"
Q01886,Quantitative Aptitude,"Time, Speed & Distance",Hard,Placements
Q01887,Quantitative Aptitude,Surds & Indices,Easy,"Banking,Placements"
Q01888,Quantitative Aptitude,Time & Work,Medium,"CAT,General,SSC"
Q01889,Logical Reasoning,Clocks & Calendars,Hard,Banking
Q01890,Quantitative Aptitude,Averages,Hard,"TCS NQT,Banking"
Q01891,Logical Reasoning,Syllogisms,Medium,General
Q01892,Quantitative Aptitude,Percentages,Easy,"Placements,General,CAT"
Q01893,Logical Reasoning,Analogy,Easy,"CAT,General,Placements"
Q01894,Quantitative Aptitude,Pipes & Cisterns,Easy,"TCS NQT,General"
Q01895,Verbal Ability,Fill in the Blanks,Medium,"Placements,SSC"
Q01896,Quantitative Aptitude,Ratio & Proportion,Hard,SSC
Q01897,Quantitative Aptitude,Ratio & Proportion,Easy,Placements
Q01898,Data Interpretation,Data Sufficiency (DI),Medium,Banking
Q01899,Quantitative Aptitude,Ratio & Proportion,Hard,Banking
Q01900,Logical Reasoning,Analogy,Easy,Banking
Q01901,Logical Reasoning,Direction Sense,Easy,TCS NQT
Q01902,Verbal Ability,Odd One Out,Hard,Banking
Q01903,Quantitative Aptitude,Linear Equations,Medium,Banking
Q01904,Verbal Ability,Error Spotting,Medium,General
Q01905,Quantitative Aptitude,Linear Equations,Medium,"Placements,SSC"
Q01906,Quantitative Aptitude,Compound Interest,Hard,General
Q01907,Verbal Ability,Verbal Analogies,Medium,SSC
Q01908,Logical Reasoning,Direction Sense,Easy,Banking
Q01909,Logical Reasoning,Cubes & Dice,Hard,"Placements,SSC"
Q01910,Data Interpretation,Tables,Hard,"TCS NQT,Placements"
Q01911,Data Interpretation,Line Graphs,Easy,"TCS NQT,Placements,CAT"
Q01912,Verbal Ability,Para Summary,Medium,"Banking,Placements,General"
Q01913,Quantitative Aptitude,Mensuration,Medium,"CAT,Banking"
Q01914,Logical Reasoning,Statement & Assumption,Easy,SSC
Q01915,Quantitative Aptitude,Geometry,Easy,"Placements,TCS NQT,General"
Q01916,Verbal Ability,Verbal Analogies,Medium,Banking
Q01917,Verbal Ability,Reading Comprehension,Easy,Banking
Q01918,Data Interpretation,Venn-based DI,Easy,Banking
Q01919,Quantitative Aptitude,Permutation & Combination,Medium,"Banking,CAT"
Q01920,Quantitative Aptitude,Mensuration,Medium,"Placements,CAT"
Q01921,Logical Reasoning,Blood Relations,Medium,"General,Banking,Placements"
Q01922,Verbal Ability,Synonyms & Antonyms,Easy,"SSC,Placements"
Q01923,Verbal Ability,Cloze Test,Medium,CAT
Q01924,Quantitative Aptitude,Trigonometry,Medium,"SSC,Placements,Banking"
Q01925,Data Interpretation,Bar Graphs,Medium,"Banking,Placements"
Q01926,Quantitative Aptitude,Partnership,Medium,"Placements,SSC"
Q01927,Data Interpretation,Radar/Spider Charts,Easy,"General,CAT,TCS NQT"
Q01928,Verbal Ability,Para Summary,Easy,"SSC,TCS NQT,CAT"
Q01929,Verbal Ability,Critical Reasoning,Medium,"SSC,TCS NQT"
Q01930,Logical Reasoning,Series Completion,Medium,"CAT,TCS NQT,SSC"
Q01931,Logical Reasoning,Syllogisms,Medium,"General,SSC,CAT"
Q01932,Logical Reasoning,Puzzles,Medium,"SSC,Banking"
Q01933,Verbal Ability,Verbal Analogies,Easy,SSC
Q01934,Verbal Ability,Fill in the Blanks,Medium,General
Q01935,Verbal Ability,Idioms & Phrases,Easy,"CAT,TCS NQT,Placements"
Q01936,Logical Reasoning,Direction Sense,Medium,"Placements,TCS NQT"
Q01937,Quantitative Aptitude,Simple Interest,Easy,"Banking,TCS NQT,Placements"
Q01938,Logical Reasoning,Statement & Assumption,Easy,"SSC,General"
Q01939,Quantitative Aptitude,Permutation & Combination,Medium,"Banking,SSC,CAT"
Q01940,Quantitative Aptitude,Profit & Loss,Medium,"SSC,Banking"
Q01941,Quantitative Aptitude,Trigonometry,Easy,"TCS NQT,CAT,Banking"
Q01942,Quantitative Aptitude,Partnership,Medium,"General,TCS NQT,SSC"
Q01943,Verbal Ability,Odd One Out,Hard,"SSC,CAT,Placements"
Q01944,Quantitative Aptitude,Mensuration,Hard,CAT
Q01945,Logical Reasoning,Ranking & Order,Medium,SSC
Q01946,Quantitative Aptitude,Profit & Loss,Medium,Placements
Q01947,Data Interpretation,Caselets,Hard,General
Q01948,Data Interpretation,Line Graphs,Medium,"Placements,General"
Q01949,Quantitative Aptitude,Permutation & Combination,Medium,"CAT,SSC,Banking"
Q01950,Logical Reasoning,Direction Sense,Medium,"SSC,Banking"
Q01951,Logical Reasoning,Cubes & Dice,Easy,"General,CAT,SSC"
Q01952,Verbal Ability,Sentence Correction,Easy,CAT
Q01953,Data Interpretation,Tables,Hard,"General,SSC,Banking"
Q01954,Data Interpretation,Mixed DI Sets,Hard,"General,SSC,Banking"
Q01955,Verbal Ability,Verbal Analogies,Medium,"General,TCS NQT,Banking"
Q01956,Logical Reasoning,Cubes & Dice,Medium,"TCS NQT,Placements"
Q01957,Quantitative Aptitude,Mixtures & Alligations,Medium,SSC
Q01958,Verbal Ability,Sentence Correction,Medium,"SSC,General"
Q01959,Data Interpretation,Bar Graphs,Easy,SSC
Q01960,Logical Reasoning,Clocks & Calendars,Hard,"Placements,TCS NQT"
Q01961,Verbal Ability,Synonyms & Antonyms,Hard,"TCS NQT,SSC,Placements"
Q01962,Quantitative Aptitude,Time & Work,Hard,"General,Placements,TCS NQT"
Q01963,Quantitative Aptitude,Ratio & Proportion,Easy,CAT
Q01964,Quantitative Aptitude,Algebra,Medium,"Placements,Banking,SSC"
Q01965,Data Interpretation,Mixed DI Sets,Medium,Placements
Q01966,Logical Reasoning,Syllogisms,Hard,"SSC,General,Placements"
Q01967,Verbal Ability,Fill in the Blanks,Medium,"TCS NQT,Placements"
Q01968,Quantitative Aptitude,Probability,Easy,"CAT,General"
Q01969,Logical Reasoning,Ranking & Order,Easy,"Placements,Banking"
Q01970,Verbal Ability,Fill in the Blanks,Hard,CAT
Q01971,Data Interpretation,Venn-based DI,Medium,"SSC,General,Banking"
Q01972,Logical Reasoning,Clocks & Calendars,Easy,"General,Placements,Banking"
Q01973,Quantitative Aptitude,Algebra,Medium,"CAT,Banking,General"
Q01974,Data Interpretation,Line Graphs,Medium,"TCS NQT,CAT,SSC"
Q01975,Quantitative Aptitude,Number System,Medium,"TCS NQT,Placements"
Q01976,Data Interpretation,Radar/Spider Charts,Easy,"CAT,SSC"
Q01977,Verbal Ability,Reading Comprehension,Medium,"General,Placements,TCS NQT"
Q01978,Quantitative Aptitude,Averages,Medium,CAT
Q01979,Data Interpretation,Pie Charts,Easy,"Banking,CAT,General"
Q01980,Data Interpretation,Tables,Medium,"SSC,TCS NQT"
Q01981,Verbal Ability,Verbal Analogies,Hard,"CAT,SSC,Banking"
Q01982,Verbal Ability,Synonyms & Antonyms,Hard,"Banking,SSC,General"
Q01983,Logical Reasoning,Data Sufficiency,Easy,SSC
Q01984,Logical Reasoning,Data Sufficiency,Medium,"SSC,Banking"
Q01985,Verbal Ability,Idioms & Phrases,Easy,Placements
Q01986,Data Interpretation,Radar/Spider Charts,Medium,"Banking,General,SSC"
Q01987,Logical Reasoning,Coding-Decoding,Medium,"Banking,General,Placements"
Q01988,Logical Reasoning,Seating Arrangement,Easy,Placements
Q01989,Data Interpretation,Caselets,Easy,"TCS NQT,SSC"
Q01990,Quantitative Aptitude,Profit & Loss,Medium,"Banking,CAT,TCS NQT"
Q01991,Quantitative Aptitude,Geometry,Easy,"SSC,Banking,Placements"
Q01992,Quantitative Aptitude,Probability,Hard,"General,TCS NQT"
Q01993,Verbal Ability,Synonyms & Antonyms,Hard,Placements
Q01994,Quantitative Aptitude,Quadratic Equations,Medium,"TCS NQT,Banking"
Q01995,Verbal Ability,Reading Comprehension,Medium,"TCS NQT,SSC"
Q01996,Verbal Ability,Odd One Out,Medium,"General,Banking,Placements"
Q01997,Data Interpretation,Bar Graphs,Easy,Placements
Q01998,Verbal Ability,Critical Reasoning,Easy,"General,Banking"
Q01999,Quantitative Aptitude,Simple Interest,Hard,"General,SSC,Banking"
Q02000,Logical Reasoning,Coding-Decoding,Hard,"General,Placements"
Q02001,Data Interpretation,Bar Graphs,Easy,SSC
Q02002,Verbal Ability,Odd One Out,Hard,TCS NQT
Q02003,Logical Reasoning,Data Sufficiency,Medium,"Banking,TCS NQT,General"
Q02004,Data Interpretation,Caselets,Easy,"General,Banking,CAT"
Q02005,Logical Reasoning,Data Sufficiency,Easy,"General,TCS NQT,CAT"
Q02006,Quantitative Aptitude,Averages,Medium,TCS NQT
Q02007,Quantitative Aptitude,Percentages,Medium,SSC
Q02008,Verbal Ability,Odd One Out,Medium,"Placements,SSC,General"
Q02009,Logical Reasoning,Syllogisms,Easy,"SSC,Banking"
Q02010,Quantitative Aptitude,Set Theory,Medium,"CAT,SSC"
Q02011,Quantitative Aptitude,Mixtures & Alligations,Medium,"General,CAT,Placements"
Q02012,Logical Reasoning,Coding-Decoding,Medium,TCS NQT
Q02013,Logical Reasoning,Coding-Decoding,Easy,"SSC,General,TCS NQT"
Q02014,Data Interpretation,Caselets,Easy,"General,SSC,CAT"
Q02015,Logical Reasoning,Data Sufficiency,Medium,CAT
Q02016,Verbal Ability,Synonyms & Antonyms,Medium,"SSC,General,Banking"
Q02017,Logical Reasoning,Input-Output,Easy,"Placements,CAT"
Q02018,Logical Reasoning,Series Completion,Easy,TCS NQT
Q02019,Logical Reasoning,Statement & Assumption,Hard,TCS NQT
Q02020,Quantitative Aptitude,Logarithms,Easy,"TCS NQT,General,CAT"
Q02021,Data Interpretation,Data Sufficiency (DI),Medium,"CAT,General"
